AmbulanceR,BikeAge,BikeAlcFlg,BikeDir,BikeInjury,BikeSex,City,County,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashMonth,CrashType,CrashYear,DrvrAge,DrvrAlcFlg,DrvrInjury,DrvrSex,DrvrVehTyp,HitRun,Latitude,Longitude,RdConditio,SpeedLimit,TraffCntrl,Weather,Workzone,DrvrAgeImputedFlag,BikeAgeImputedFlag,MonthCode
Yes,17.0,No,With Traffic,B: Suspected Minor Injury,Male,Rocky Mount,Nash,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,14.0,February,Bicyclist Ride Through - Sign-Controlled Intersection,2007,50.0,No,O: No Injury,Female,Passenger Car,No,35.988876,-77.796814,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,2
No,42.0,No,With Traffic,O: No Injury,Male,Raleigh,Wake,No,Thursday,Bicyclist Left Turn / Merge,18.0,February,Bicyclist Left Turn - Opposite Direction,2007,34.0,No,O: No Injury,Female,Passenger Car,No,35.78753,-78.66699,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,2
Yes,20.0,No,With Traffic,B: Suspected Minor Injury,Male,Burlington,Alamance,No,Friday,Parallel Paths - Other Circumstances,17.0,January,Parallel Paths - Other / Unknown,2007,66.0,No,O: No Injury,Male,Truck/Trailer,No,36.0626,-79.47011,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,1
Yes,14.0,No,Facing Traffic,C: Possible Injury,Male,None - Rural Crash,Columbus,No,Tuesday,Bicyclist Right Turn / Merge,19.0,March,Bicyclist Right Turn - Same Direction,2007,30.0,No,B: Suspected Minor Injury,Male,Tractor/Semi-Trailer,No,34.450195,-78.917656,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,15.0,No,With Traffic,C: Possible Injury,Male,Washington,Beaufort,No,Friday,Parallel Paths - Other Circumstances,14.0,February,Bicyclist Ride Out - Parallel Path,2007,54.0,No,O: No Injury,Female,Passenger Car,No,35.548317,-77.05077,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,2
Yes,34.0,No,With Traffic,B: Suspected Minor Injury,Male,Asheville,Buncombe,No,Friday,Bicyclist Left Turn / Merge,23.0,February,Bicyclist Left Turn - Same Direction,2007,24.0,No,O: No Injury,Female,Passenger Car,No,35.57517,-82.613594,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,2
No,15.0,No,Not Applicable,C: Possible Injury,Male,Fayetteville,Cumberland,No,Saturday,Crossing Paths - Other Circumstances,16.0,February,Crossing Paths - Intersection - Other / Unknown,2007,34.0,No,O: No Injury,Male,Pickup,No,35.037567,-79.006966,Dry,50 - 55  MPH,Stop And Go Signal,Clear,No,0,0,2
No,19.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Wilson,No,Saturday,Bicyclist Failed to Yield - Sign-Controlled Intersection,10.0,February,Bicyclist Ride Out - Sign-Controlled Intersection,2007,24.0,No,O: No Injury,Male,Passenger Car,No,35.721947,-77.89966,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,2
Yes,23.0,No,Facing Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Tuesday,Motorist Failed to Yield - Midblock,13.0,February,Motorist Drive Out - Commercial Driveway / Alley,2007,19.0,No,O: No Injury,Female,Sport Utility,No,35.20265,-80.73419,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,2
No,15.0,No,With Traffic,C: Possible Injury,Male,Kannapolis,Cabarrus,No,Wednesday,Bicyclist Left Turn / Merge,18.0,February,Bicyclist Left Turn - Same Direction,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.48929,-80.60462,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,2
No,55.0,No,Facing Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,No,Wednesday,Bicyclist Failed to Yield - Signalized Intersection,14.0,February,Bicyclist Ride Through - Signalized Intersection,2007,19.0,No,O: No Injury,Female,Passenger Car,No,35.076035,-78.8977,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,2
Yes,11.0,No,With Traffic,C: Possible Injury,Male,Greenville,Pitt,No,Saturday,Bicyclist Left Turn / Merge,16.0,February,Bicyclist Left Turn - Opposite Direction,2007,36.0,No,O: No Injury,Male,Passenger Car,No,35.648922,-77.39807,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,2
No,46.0,No,With Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,No,Friday,Bicyclist Failed to Yield - Midblock,18.0,February,Bicyclist Ride Out - Commercial Driveway / Alley,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.065464,-79.01355,Dry,Unknown,No Control Present,Clear,No,1,0,2
Yes,20.0,No,With Traffic,C: Possible Injury,Male,None - Rural Crash,Davie,No,Tuesday,Motorist Overtaking Bicyclist,17.0,February,Motorist Overtaking - Undetected Bicyclist,2007,63.0,No,O: No Injury,Male,Pickup,No,36.035133,-80.47386,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,2
Yes,53.0,No,With Traffic,B: Suspected Minor Injury,Female,Wilson,Wilson,No,Tuesday,Motorist Failed to Yield - Signalized Intersection,7.0,February,Motorist Drive Through - Signalized Intersection,2007,61.0,No,C: Possible Injury,Male,Pickup,No,35.71948,-77.913704,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,2
Yes,61.0,No,With Traffic,A: Suspected Serious Injury,Male,Charlotte,Mecklenburg,No,Thursday,Motorist Right Turn / Merge,16.0,March,Motorist Right Turn - Same Direction,2007,64.0,No,O: No Injury,Male,Passenger Car,No,35.26145,-80.84692,Wet,30 - 35  MPH,No Control Present,Cloudy,No,0,0,3
Yes,54.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Thursday,Motorist Left Turn / Merge,9.0,March,Motorist Left Turn - Opposite Direction,2007,64.0,No,O: No Injury,Female,Passenger Car,No,35.22181,-80.85026,Dry,30 - 35  MPH,No Control Present,Cloudy,No,0,0,3
No,46.0,No,Facing Traffic,O: No Injury,Male,None - Rural Crash,Jones,No,Saturday,Head-On,19.0,March,Head-On - Bicyclist,2007,43.0,No,O: No Injury,Female,Sport Utility,No,35.013,-77.217964,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,15.0,No,With Traffic,C: Possible Injury,Male,Winston-Salem,Forsyth,No,Monday,Bicyclist Left Turn / Merge,18.0,March,Bicyclist Left Turn - Same Direction,2007,34.0,No,O: No Injury,Male,Pickup,No,36.171753,-80.304794,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,3
Yes,65.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Davidson,No,Tuesday,Motorist Overtaking Bicyclist,14.0,March,Motorist Overtaking - Other / Unknown,2007,19.0,No,O: No Injury,Female,Passenger Car,No,35.81324,-80.19303,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,3
Yes,49.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Durham,Durham,No,Thursday,Bicyclist Failed to Yield - Signalized Intersection,19.0,May,Bicyclist Ride Through - Signalized Intersection,2007,25.0,No,O: No Injury,Female,Passenger Car,No,35.902733,-78.95313,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,37.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Tuesday,Head-On,7.0,March,Head-On - Motorist,2007,27.0,No,O: No Injury,Female,Passenger Car,No,35.17768,-80.84549,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,3
Yes,45.0,Yes,With Traffic,B: Suspected Minor Injury,Male,Beaufort,Carteret,Yes,Thursday,Loss of Control / Turning Error,15.0,May,Bicylist Lost Control - Alcohol / Drug Impairment,2007,66.0,No,O: No Injury,Male,Pickup,No,34.720776,-76.662926,Wet,30 - 35  MPH,Stop And Go Signal,Cloudy,No,0,0,5
Yes,56.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Mcdowell,No,Wednesday,Motorist Overtaking Bicyclist,18.0,March,Motorist Overtaking - Undetected Bicyclist,2007,56.0,No,O: No Injury,Female,Pickup,No,35.695923,-81.98741,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,6.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17.0,March,Bicyclist Ride Through - Sign-Controlled Intersection,2007,32.0,No,O: No Injury,Female,Passenger Car,No,35.19942,-80.894005,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,3
No,16.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Friday,Bicyclist Failed to Yield - Signalized Intersection,12.0,March,Bicyclist Failed to Clear - Trapped,2007,48.0,No,O: No Injury,Male,Passenger Car,No,35.29199,-80.796616,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,3
No,36.0,No,Facing Traffic,C: Possible Injury,Female,Charlotte,Mecklenburg,No,Friday,Motorist Failed to Yield - Midblock,17.0,March,Motorist Drive Out - Commercial Driveway / Alley,2007,55.0,No,O: No Injury,Female,Van,No,35.197334,-80.7925,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
No,32.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Saturday,Motorist Overtaking Bicyclist,22.0,March,Motorist Overtaking - Undetected Bicyclist,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.97225,-78.94338,Dry,40 - 45  MPH,No Control Present,Clear,No,1,0,3
Yes,5.0,No,Facing Traffic,C: Possible Injury,Male,None - Rural Crash,Robeson,No,Saturday,Bicyclist Right Turn / Merge,13.0,March,Bicyclist Right Turn - Same Direction,2007,24.0,No,O: No Injury,Male,Passenger Car,No,34.8146,-78.960464,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,6.0,No,Unknown,B: Suspected Minor Injury,Male,Albemarle,Stanly,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,13.0,March,Bicyclist Ride Through - Sign-Controlled Intersection,2007,55.0,No,O: No Injury,Male,Passenger Car,No,35.35316,-80.19329,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,3
Yes,52.0,Yes,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Duplin,Yes,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,19.0,March,Motorist Drive Out - Sign-Controlled Intersection,2007,46.0,No,O: No Injury,Female,Van,No,34.83176,-77.95218,Dry,50 - 55  MPH,Stop Sign,Clear,No,0,0,3
No,34.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Tuesday,Motorist Overtaking Bicyclist,0.0,March,Motorist Overtaking - Other / Unknown,2007,38.0,No,O: No Injury,Female,Passenger Car,Yes,35.242477,-80.86091,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,3
Yes,23.0,No,With Traffic,B: Suspected Minor Injury,Male,Goldsboro,Wayne,No,Tuesday,Bicyclist Left Turn / Merge,18.0,March,Bicyclist Left Turn - Opposite Direction,2007,18.0,No,O: No Injury,Female,Passenger Car,No,35.361355,-77.93335,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
Yes,20.0,No,Facing Traffic,C: Possible Injury,Male,Durham,Durham,No,Tuesday,Motorist Failed to Yield - Signalized Intersection,10.0,May,Motorist Drive Out - Right Turn on Red,2007,23.0,No,O: No Injury,Female,Passenger Car,No,36.009754,-78.95458,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,12.0,No,With Traffic,C: Possible Injury,Male,Lexington,Davidson,No,Wednesday,Bicyclist Left Turn / Merge,16.0,March,Bicyclist Left Turn - Same Direction,2007,49.0,No,O: No Injury,Female,Sport Utility,No,35.829586,-80.246445,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,3
Yes,50.0,No,With Traffic,A: Suspected Serious Injury,Female,Durham,Durham,No,Wednesday,Motorist Left Turn / Merge,14.0,March,Motorist Left Turn - Opposite Direction,2007,54.0,No,O: No Injury,Male,Passenger Car,No,36.002033,-78.90338,Dry,30 - 35  MPH,No Control Present,Cloudy,No,0,0,3
Yes,44.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Guilford,No,Wednesday,Motorist Failed to Yield - Midblock,15.0,March,Motorist Drive Out - Commercial Driveway / Alley,2007,67.0,No,O: No Injury,Male,"Single Unit Truck (2-Axle, 6-Tire)",No,36.06498,-79.97004,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,41.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Halifax,No,Wednesday,Motorist Overtaking Bicyclist,11.0,March,Motorist Overtaking - Misjudged Space,2007,57.0,No,O: No Injury,Male,Pickup,No,36.273453,-77.48968,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,3
Yes,10.0,No,Not Applicable,B: Suspected Minor Injury,Male,Raleigh,Wake,No,Wednesday,Bicyclist Failed to Yield - Midblock,19.0,March,Bicyclist Ride Out - Midblock - Unknown,2007,56.0,No,O: No Injury,Male,Passenger Car,No,35.84915,-78.56397,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
Yes,41.0,No,With Traffic,B: Suspected Minor Injury,Male,Durham,Durham,No,Wednesday,Motorist Overtaking Bicyclist,19.0,May,Motorist Overtaking - Misjudged Space,2007,41.0,No,O: No Injury,Female,Van,No,36.032646,-78.98256,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,5
Yes,53.0,Yes,Facing Traffic,C: Possible Injury,Male,Goldsboro,Wayne,Yes,Friday,Loss of Control / Turning Error,11.0,March,Bicyclist Turning Error - Left Turn,2007,51.0,No,O: No Injury,Male,Passenger Car,No,35.39641,-77.98769,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,3
No,8.0,No,With Traffic,B: Suspected Minor Injury,Male,Wilmington,New Hanover,No,Thursday,Motorist Failed to Yield - Midblock,7.0,March,Motorist Drive Out - Residential Driveway,2007,56.0,No,O: No Injury,Female,Passenger Car,No,34.207157,-77.9137,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,3
Yes,8.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Tuesday,Loss of Control / Turning Error,18.0,May,Bicyclist Turning Error - Other,2007,66.0,No,O: No Injury,Male,Pickup,No,35.991714,-78.91449,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,5
Yes,46.0,Yes,Not Applicable,A: Suspected Serious Injury,Male,Lincolnton,Lincoln,Yes,Friday,Bicyclist Failed to Yield - Midblock,14.0,March,Bicyclist Ride Out - Commercial Driveway / Alley,2007,32.0,No,O: No Injury,Male,Passenger Car,No,35.476604,-81.239136,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,3
Yes,15.0,No,Unknown,B: Suspected Minor Injury,Male,Cary,Wake,No,Friday,Motorist Failed to Yield - Signalized Intersection,15.0,May,Motorist Drive Out - Right Turn on Red,2007,22.0,No,O: No Injury,Female,Passenger Car,No,35.769905,-78.76094,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,0,0,5
No,46.0,No,With Traffic,O: No Injury,Male,Charlotte,Mecklenburg,No,Friday,Motorist Failed to Yield - Signalized Intersection,22.0,June,Motorist Drive Out - Right Turn on Red,2007,29.0,No,O: No Injury,Female,Passenger Car,No,35.18066,-80.88955,Dry,30 - 35  MPH,Flashing Signal Without Stop Sign,Clear,No,0,0,6
Yes,7.0,No,Unknown,A: Suspected Serious Injury,Female,None - Rural Crash,Johnston,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18.0,March,Bicyclist Ride Through - Sign-Controlled Intersection,2007,36.0,No,O: No Injury,Female,Van,No,35.566406,-78.547905,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,3
Yes,64.0,No,With Traffic,K: Killed,Male,None - Rural Crash,Madison,No,Sunday,Motorist Overtaking Bicyclist,13.0,March,Motorist Overtaking - Misjudged Space,2007,20.0,No,O: No Injury,Male,Pickup,No,35.986378,-82.68999,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
No,35.0,No,With Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,11.0,March,Motorist Drive Out - Sign-Controlled Intersection,2007,42.0,No,O: No Injury,Male,Passenger Car,No,35.23132,-80.82629,Dry,20 - 25  MPH,Flashing Signal With Stop Sign,Clear,No,0,0,3
No,65.0,No,Facing Traffic,O: No Injury,Male,Raleigh,Wake,No,Sunday,Motorist Failed to Yield - Signalized Intersection,12.0,March,Motorist Drive Out - Right Turn on Red,2007,41.0,No,O: No Injury,Female,Passenger Car,No,35.78048,-78.64347,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,3
Yes,45.0,No,Facing Traffic,C: Possible Injury,Male,Lumberton,Robeson,Yes,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,19.0,March,Motorist Drive Out - Sign-Controlled Intersection,2007,22.0,Yes,O: No Injury,Female,Passenger Car,Yes,34.608913,-79.022606,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,3
No,20.0,No,With Traffic,C: Possible Injury,Male,Greensboro,Guilford,No,Monday,Motorist Left Turn / Merge,14.0,March,Motorist Left Turn - Same Direction,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Passenger Car,No,36.073906,-79.797104,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,1,0,3
Yes,12.0,No,With Traffic,C: Possible Injury,Female,Kinston,Lenoir,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,17.0,June,Bicyclist Ride Out - Sign-Controlled Intersection,2007,27.0,No,O: No Injury,Male,Passenger Car,No,35.261475,-77.57266,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,6
No,13.0,No,Facing Traffic,B: Suspected Minor Injury,Female,Raleigh,Wake,No,Tuesday,Motorist Left Turn / Merge,19.0,March,Motorist Left Turn - Same Direction,2007,56.0,No,O: No Injury,Male,Passenger Car,No,35.776352,-78.62084,Dry,20 - 25  MPH,Flashing Signal With Stop Sign,Clear,No,0,0,3
Yes,10.0,No,Unknown,B: Suspected Minor Injury,Male,Matthews,Mecklenburg,No,Tuesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,16.0,March,Bicyclist Ride Through - Sign-Controlled Intersection,2007,18.0,No,O: No Injury,Male,Passenger Car,No,35.09666,-80.71109,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,3
No,28.0,No,With Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Wednesday,Motorist Overtaking Bicyclist,23.0,March,Motorist Overtaking - Other / Unknown,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.780968,-78.65102,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,3
Yes,19.0,No,With Traffic,K: Killed,Male,Jacksonville,Onslow,No,Thursday,Motorist Overtaking Bicyclist,0.0,March,Motorist Overtaking - Undetected Bicyclist,2007,36.0,No,O: No Injury,Male,Pickup,No,34.747746,-77.40832,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,3
Yes,16.0,No,With Traffic,K: Killed,Male,None - Rural Crash,Burke,No,Friday,Head-On,16.0,March,Head-On - Bicyclist,2007,50.0,No,O: No Injury,Male,Pickup,No,35.720467,-81.572426,Dry,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
Yes,36.0,No,Facing Traffic,C: Possible Injury,Male,Cary,Wake,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,11.0,June,Motorist Drive Out - Sign-Controlled Intersection,2007,49.0,No,O: No Injury,Female,Sport Utility,No,35.76696,-78.77405,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,6
No,49.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Friday,Head-On,16.0,June,Head-On - Bicyclist,2007,67.0,No,O: No Injury,Female,Passenger Car,No,35.262466,-80.85102,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,6
Yes,15.0,No,Unknown,B: Suspected Minor Injury,Male,Gastonia,Gaston,No,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18.0,March,Bicyclist Ride Through - Sign-Controlled Intersection,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.260704,-81.17491,Dry,30 - 35  MPH,Stop Sign,Clear,No,1,0,3
Yes,13.0,No,With Traffic,A: Suspected Serious Injury,Female,Statesville,Iredell,Yes,Sunday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18.0,March,Bicyclist Ride Through - Sign-Controlled Intersection,2007,19.0,Yes,O: No Injury,Female,Passenger Car,No,35.779594,-80.88761,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,3
Yes,51.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Sunday,Motorist Right Turn / Merge,16.0,March,Motorist Right Turn - Same Direction,2007,26.0,No,O: No Injury,Male,Passenger Car,No,35.117256,-80.85951,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,3
Yes,61.0,No,With Traffic,O: No Injury,Male,Carolina Beach,New Hanover,No,Sunday,Motorist Right Turn / Merge,12.0,March,Motorist Right Turn - Same Direction,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,34.03346,-77.89409,Dry,Unknown,Stop And Go Signal,Clear,No,1,0,3
Yes,54.0,No,Not Applicable,C: Possible Injury,Male,Wadesboro,Anson,No,Thursday,Bicyclist Failed to Yield - Midblock,17.0,February,Bicyclist Ride Out - Midblock - Unknown,2007,65.0,No,O: No Injury,Male,Pickup,No,34.97654,-80.085846,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,2
No,33.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Wilmington,New Hanover,No,Sunday,Head-On,15.0,March,Head-On - Bicyclist,2007,48.0,No,O: No Injury,Male,Sport Utility,No,34.213627,-77.880905,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
No,6.0,No,Not Applicable,C: Possible Injury,Male,Gastonia,Gaston,No,Monday,Bicyclist Failed to Yield - Midblock,16.0,March,Bicyclist Ride Out - Midblock - Unknown,2007,26.0,No,O: No Injury,Female,Passenger Car,No,35.26428,-81.21638,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,3
Yes,14.0,No,With Traffic,B: Suspected Minor Injury,Female,None - Rural Crash,Beaufort,No,Tuesday,Motorist Overtaking Bicyclist,18.0,March,Motorist Overtaking - Bicyclist Swerved,2007,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.491043,-76.7024,Dry,50 - 55  MPH,No Control Present,Clear,No,1,0,3
Yes,51.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Durham,No,Tuesday,Bicyclist Left Turn / Merge,12.0,March,Bicyclist Left Turn - Same Direction,2007,37.0,No,O: No Injury,Male,Passenger Car,No,35.87775,-78.85898,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,0,0,3
Yes,12.0,No,Not Applicable,B: Suspected Minor Injury,Male,None - Rural Crash,Henderson,Yes,Sunday,Bicyclist Failed to Yield - Midblock,12.0,March,Bicyclist Ride Out - Residential Driveway,2007,45.0,Yes,O: No Injury,Male,Pickup,No,35.252415,-82.500824,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,3
Yes,62.0,Yes,With Traffic,C: Possible Injury,Male,None - Rural Crash,Robeson,Yes,Tuesday,Bicyclist Left Turn / Merge,14.0,March,Bicyclist Left Turn - Same Direction,2007,32.0,No,O: No Injury,Female,Passenger Car,No,34.706882,-79.18842,Dry,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,3
